date;well_id;drilling_depth;drilling_speed;well_temperature;drilling_success;daily_oil_production;daily_gas_production
13/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3357.02 feet;50.14 feet/hour;21.91 °C;1;2373.217 barrels/day;2415.867 cubic feet/day
14/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2146.9 feet;52.92 feet/hour;143.98 °C;0;1532.534 barrels/day;1872.147 cubic feet/day
15/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9347.5 feet;75.68 feet/hour;243.56 °C;2;6012.315 barrels/day;5813.652 cubic feet/day
16/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6019.83 feet;47.27 feet/hour;271.46 °C;0;3839.13 barrels/day;3629.242 cubic feet/day
17/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7506.65 feet;44.17 feet/hour;212.19 °C;0;4699.228 barrels/day;4558.28 cubic feet/day
18/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3693.64 feet;51.77 feet/hour;77.82 °C;2;2545.02 barrels/day;2593.485 cubic feet/day
19/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6433.33 feet;46.99 feet/hour;128.98 °C;1;nan barrels/day;4521.24 cubic feet/day
20/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3590.87 feet;66.38 feet/hour;212.11 °C;1;2535.161 barrels/day;2400.901 cubic feet/day
21/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4032.08 feet;58.98 feet/hour;167.35 °C;1;2801.748 barrels/day;3191.265 cubic feet/day
22/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7694.47 feet;72.89 feet/hour;147.53 °C;0;4879.245 barrels/day;5236.485 cubic feet/day
23/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8022.27 feet;54.76 feet/hour;95.58 °C;1;5160.595 barrels/day;5452.313 cubic feet/day
24/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8434.94 feet;43.93 feet/hour;54.62 °C;0;nan barrels/day;5320.102 cubic feet/day
25/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7549.73 feet;61.45 feet/hour;58.81 °C;0;4763.362 barrels/day;4818.84 cubic feet/day
26/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6050.76 feet;62.76 feet/hour;74.84 °C;1;4018.411 barrels/day;3986.776 cubic feet/day
27/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2203.49 feet;51.67 feet/hour;224.17 °C;0;1561.909 barrels/day;1399.993 cubic feet/day
28/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7497.93 feet;40.1 feet/hour;24.92 °C;1;4856.445 barrels/day;4908.806 cubic feet/day
29/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3802.79 feet;57.68 feet/hour;88.01 °C;0;2508.396 barrels/day;2524.604 cubic feet/day
30/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3834.92 feet;42.2 feet/hour;186.87 °C;0;2525.16 barrels/day;2950.382 cubic feet/day
31/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2584.07 feet;72.34 feet/hour;211.15 °C;1;1949.69 barrels/day;1797.547 cubic feet/day
01/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2870.52 feet;49.91 feet/hour;262.81 °C;1;2068.17 barrels/day;1874.064 cubic feet/day
02/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5225.57 feet;78.57 feet/hour;255.02 °C;1;3526.918 barrels/day;3338.56 cubic feet/day
03/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4066.09 feet;68.76 feet/hour;27.74 °C;0;2709.57 barrels/day;2751.761 cubic feet/day
04/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4696.74 feet;79.03 feet/hour;32.57 °C;1;nan barrels/day;3260.973 cubic feet/day
05/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3362.88 feet;64.32 feet/hour;171.56 °C;0;2281.006 barrels/day;2639.317 cubic feet/day
06/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6191.94 feet;42.45 feet/hour;183.34 °C;1;4067.936 barrels/day;4456.639 cubic feet/day
07/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5015.89 feet;41.03 feet/hour;192.41 °C;1;3361.067 barrels/day;3770.019 cubic feet/day
08/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7717.06 feet;63.5 feet/hour;227.71 °C;1;4994.724 barrels/day;4823.496 cubic feet/day
09/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3391.07 feet;43.44 feet/hour;236.61 °C;0;2267.33 barrels/day;2052.747 cubic feet/day
10/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6341.42 feet;41.99 feet/hour;86.01 °C;1;4165.222 barrels/day;4155.071 cubic feet/day
11/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5288.77 feet;73.09 feet/hour;105.49 °C;0;nan barrels/day;3699.651 cubic feet/day
12/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7904.1 feet;56.14 feet/hour;208.72 °C;0;4987.824 barrels/day;4838.727 cubic feet/day
13/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4685.83 feet;60.8 feet/hour;242.19 °C;0;3067.961 barrels/day;2876.189 cubic feet/day
14/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8830.82 feet;73.79 feet/hour;58.93 °C;0;5576.632 barrels/day;5594.677 cubic feet/day
15/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6585.46 feet;63.67 feet/hour;112.25 °C;0;4177.916 barrels/day;4486.11 cubic feet/day
16/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3374.75 feet;46.17 feet/hour;87.19 °C;2;2254.073 barrels/day;2234.06 cubic feet/day
17/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8257.44 feet;50.18 feet/hour;92.89 °C;0;5190.772 barrels/day;5161.192 cubic feet/day
18/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6439.7 feet;79.21 feet/hour;71.75 °C;1;4246.488 barrels/day;4280.128 cubic feet/day
19/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8311.42 feet;78.0 feet/hour;255.33 °C;1;5386.678 barrels/day;5185.158 cubic feet/day
20/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8356.2 feet;42.31 feet/hour;74.84 °C;0;5213.872 barrels/day;5244.084 cubic feet/day
21/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3910.23 feet;48.92 feet/hour;69.54 °C;1;2712.677 barrels/day;2720.748 cubic feet/day
22/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8218.49 feet;71.25 feet/hour;103.4 °C;1;5332.905 barrels/day;5573.66 cubic feet/day
23/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5558.89 feet;43.27 feet/hour;29.82 °C;1;3676.032 barrels/day;3745.276 cubic feet/day
24/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6523.6 feet;62.92 feet/hour;40.05 °C;1;4285.523 barrels/day;4340.882 cubic feet/day
25/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5562.94 feet;47.87 feet/hour;185.83 °C;2;3564.502 barrels/day;3988.014 cubic feet/day
26/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7467.08 feet;79.23 feet/hour;190.22 °C;1;4866.218 barrels/day;5286.34 cubic feet/day
27/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5369.26 feet;57.7 feet/hour;276.88 °C;0;3435.772 barrels/day;3233.127 cubic feet/day
28/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4261.12 feet;51.26 feet/hour;231.43 °C;0;2784.056 barrels/day;2625.718 cubic feet/day
29/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9313.34 feet;76.52 feet/hour;201.48 °C;0;5828.431 barrels/day;5705.265 cubic feet/day
30/06/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3307.14 feet;75.0 feet/hour;230.91 °C;1;2378.226 barrels/day;2218.267 cubic feet/day
01/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3810.76 feet;64.73 feet/hour;22.31 °C;1;2679.411 barrels/day;2725.988 cubic feet/day
02/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8218.07 feet;47.09 feet/hour;189.31 °C;1;5293.379 barrels/day;5709.201 cubic feet/day
03/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8439.05 feet;54.61 feet/hour;243.52 °C;0;5317.358 barrels/day;5104.461 cubic feet/day
04/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8707.8 feet;77.43 feet/hour;246.25 °C;0;5482.339 barrels/day;5319.834 cubic feet/day
05/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3052.35 feet;56.53 feet/hour;160.7 °C;0;2056.956 barrels/day;2432.042 cubic feet/day
06/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7117.62 feet;72.22 feet/hour;106.04 °C;0;4545.144 barrels/day;4818.614 cubic feet/day
07/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2047.84 feet;42.67 feet/hour;174.77 °C;1;1571.467 barrels/day;1980.863 cubic feet/day
08/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2192.2 feet;60.83 feet/hour;89.9 °C;2;1692.436 barrels/day;1679.617 cubic feet/day
09/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5044.65 feet;73.25 feet/hour;215.05 °C;1;3411.861 barrels/day;3264.583 cubic feet/day
10/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3049.64 feet;55.25 feet/hour;183.16 °C;1;2199.96 barrels/day;2582.945 cubic feet/day
11/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7466.66 feet;65.89 feet/hour;102.36 °C;2;4858.904 barrels/day;5143.037 cubic feet/day
12/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5136.24 feet;42.89 feet/hour;218.45 °C;0;3305.084 barrels/day;3118.931 cubic feet/day
13/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8183.81 feet;71.12 feet/hour;138.52 °C;1;5302.282 barrels/day;5632.12 cubic feet/day
14/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8949.68 feet;55.85 feet/hour;202.19 °C;0;5610.925 barrels/day;5458.044 cubic feet/day
15/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5066.58 feet;53.37 feet/hour;192.61 °C;0;nan barrels/day;3722.69 cubic feet/day
16/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4540.81 feet;63.48 feet/hour;35.77 °C;0;2951.399 barrels/day;3018.561 cubic feet/day
17/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8518.47 feet;58.78 feet/hour;45.8 °C;1;5469.999 barrels/day;5536.849 cubic feet/day
18/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2128.3 feet;69.79 feet/hour;153.05 °C;2;1654.336 barrels/day;2038.838 cubic feet/day
19/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9484.86 feet;74.52 feet/hour;184.77 °C;1;6088.827 barrels/day;6490.595 cubic feet/day
20/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9276.08 feet;53.61 feet/hour;243.83 °C;0;5793.854 barrels/day;5615.514 cubic feet/day
21/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9058.76 feet;59.49 feet/hour;135.8 °C;0;5673.172 barrels/day;5998.493 cubic feet/day
22/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9395.56 feet;58.49 feet/hour;197.69 °C;1;6007.699 barrels/day;5888.797 cubic feet/day
23/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5490.62 feet;43.71 feet/hour;261.6 °C;1;3654.449 barrels/day;3437.209 cubic feet/day
24/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5482.67 feet;57.54 feet/hour;187.23 °C;2;3661.6 barrels/day;4053.921 cubic feet/day
25/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2588.27 feet;49.27 feet/hour;93.24 °C;0;1799.602 barrels/day;1779.732 cubic feet/day
26/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6670.61 feet;46.43 feet/hour;265.69 °C;0;4233.059 barrels/day;4023.171 cubic feet/day
27/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3484.59 feet;56.8 feet/hour;255.59 °C;1;2441.695 barrels/day;2251.861 cubic feet/day
28/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2926.92 feet;73.38 feet/hour;59.72 °C;0;1996.7 barrels/day;2044.946 cubic feet/day
29/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6097.95 feet;78.56 feet/hour;32.62 °C;1;4039.04 barrels/day;4126.838 cubic feet/day
30/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9458.64 feet;54.25 feet/hour;24.41 °C;0;5921.049 barrels/day;5979.383 cubic feet/day
31/07/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4287.3 feet;70.81 feet/hour;154.4 °C;0;2837.336 barrels/day;3208.533 cubic feet/day
01/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3852.65 feet;60.71 feet/hour;106.79 °C;0;2573.109 barrels/day;2831.414 cubic feet/day
02/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4646.05 feet;41.58 feet/hour;253.6 °C;0;3008.816 barrels/day;2822.5 cubic feet/day
03/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3797.36 feet;51.1 feet/hour;63.22 °C;1;2635.599 barrels/day;2629.008 cubic feet/day
04/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7436.58 feet;42.36 feet/hour;35.62 °C;0;4689.122 barrels/day;4730.634 cubic feet/day
05/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6213.42 feet;43.63 feet/hour;80.98 °C;1;4083.679 barrels/day;4079.085 cubic feet/day
06/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3423.12 feet;73.04 feet/hour;167.51 °C;1;2457.315 barrels/day;2841.194 cubic feet/day
07/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3717.7 feet;72.21 feet/hour;108.79 °C;1;2618.074 barrels/day;2885.975 cubic feet/day
08/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4202.22 feet;78.68 feet/hour;196.1 °C;1;2909.299 barrels/day;2799.654 cubic feet/day
09/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7005.08 feet;45.07 feet/hour;20.04 °C;1;4556.594 barrels/day;4631.891 cubic feet/day
10/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3642.97 feet;67.5 feet/hour;269.9 °C;2;2557.818 barrels/day;2356.498 cubic feet/day
11/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7857.38 feet;45.67 feet/hour;54.56 °C;0;4911.246 barrels/day;4956.779 cubic feet/day
12/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5452.88 feet;47.29 feet/hour;149.39 °C;1;3634.208 barrels/day;3974.787 cubic feet/day
13/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6731.49 feet;65.73 feet/hour;232.7 °C;0;nan barrels/day;4109.531 cubic feet/day
14/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6305.9 feet;64.6 feet/hour;88.81 °C;1;4155.946 barrels/day;4142.233 cubic feet/day
15/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5584.77 feet;48.57 feet/hour;74.6 °C;2;3697.412 barrels/day;3698.151 cubic feet/day
16/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3933.1 feet;47.57 feet/hour;99.97 °C;0;2598.838 barrels/day;2846.248 cubic feet/day
17/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4126.88 feet;63.26 feet/hour;150.65 °C;1;2845.184 barrels/day;3203.51 cubic feet/day
18/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8418.13 feet;58.78 feet/hour;223.32 °C;1;5402.106 barrels/day;5262.934 cubic feet/day
19/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8201.4 feet;44.05 feet/hour;98.48 °C;2;5254.019 barrels/day;5546.193 cubic feet/day
20/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2109.67 feet;74.7 feet/hour;45.55 °C;0;1541.879 barrels/day;1564.865 cubic feet/day
21/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2168.71 feet;46.28 feet/hour;30.89 °C;0;1530.899 barrels/day;1594.638 cubic feet/day
22/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6315.26 feet;61.04 feet/hour;255.85 °C;0;4036.821 barrels/day;3851.319 cubic feet/day
23/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5866.68 feet;51.84 feet/hour;45.43 °C;1;3883.834 barrels/day;3934.576 cubic feet/day
24/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5391.78 feet;56.04 feet/hour;153.85 °C;0;3487.799 barrels/day;3850.713 cubic feet/day
25/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3625.94 feet;59.71 feet/hour;264.07 °C;1;2560.402 barrels/day;2331.958 cubic feet/day
26/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5936.03 feet;44.33 feet/hour;128.91 °C;0;3789.367 barrels/day;4108.1 cubic feet/day
27/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7748.6 feet;54.59 feet/hour;126.13 °C;1;5012.038 barrels/day;5325.475 cubic feet/day
28/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3420.66 feet;42.53 feet/hour;183.77 °C;0;2243.842 barrels/day;2667.982 cubic feet/day
29/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9262.91 feet;66.76 feet/hour;122.87 °C;1;5954.32 barrels/day;6263.334 cubic feet/day
30/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4813.27 feet;75.94 feet/hour;220.95 °C;0;3171.691 barrels/day;2993.411 cubic feet/day
31/08/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7234.16 feet;51.61 feet/hour;182.29 °C;1;4697.771 barrels/day;5105.006 cubic feet/day
01/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5854.88 feet;49.11 feet/hour;232.68 °C;0;3759.659 barrels/day;3582.756 cubic feet/day
02/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3416.24 feet;79.79 feet/hour;90.7 °C;1;2445.685 barrels/day;2426.768 cubic feet/day
03/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4593.05 feet;72.1 feet/hour;142.31 °C;1;3135.203 barrels/day;3474.032 cubic feet/day
04/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2531.47 feet;60.43 feet/hour;31.95 °C;0;1774.67 barrels/day;1808.78 cubic feet/day
05/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6203.83 feet;45.07 feet/hour;186.85 °C;1;4063.45 barrels/day;4494.672 cubic feet/day
06/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5605.17 feet;40.92 feet/hour;206.19 °C;0;3596.975 barrels/day;3421.692 cubic feet/day
07/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2169.32 feet;43.69 feet/hour;221.18 °C;1;1635.833 barrels/day;1494.127 cubic feet/day
08/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3894.98 feet;54.1 feet/hour;75.72 °C;0;2544.727 barrels/day;2593.318 cubic feet/day
09/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8489.3 feet;75.52 feet/hour;133.64 °C;0;5345.868 barrels/day;5689.381 cubic feet/day
10/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7428.37 feet;77.74 feet/hour;178.07 °C;0;4739.126 barrels/day;5129.758 cubic feet/day
11/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7972.52 feet;76.47 feet/hour;278.55 °C;0;5034.846 barrels/day;4818.445 cubic feet/day
12/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8583.44 feet;41.24 feet/hour;96.76 °C;1;5482.785 barrels/day;5761.228 cubic feet/day
13/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4910.02 feet;62.08 feet/hour;23.18 °C;2;3182.808 barrels/day;3251.573 cubic feet/day
14/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6735.28 feet;61.79 feet/hour;60.6 °C;2;4430.099 barrels/day;4435.085 cubic feet/day
15/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2330.89 feet;48.73 feet/hour;233.69 °C;1;1761.981 barrels/day;1549.131 cubic feet/day
16/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9081.88 feet;78.78 feet/hour;138.32 °C;1;5844.069 barrels/day;6189.208 cubic feet/day
17/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8990.51 feet;66.97 feet/hour;278.6 °C;1;5790.832 barrels/day;5561.148 cubic feet/day
18/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2281.33 feet;54.45 feet/hour;77.57 °C;1;1734.683 barrels/day;12955.126 cubic feet/day
19/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4213.0 feet;52.08 feet/hour;104.56 °C;1;2897.44 barrels/day;3153.927 cubic feet/day
20/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4084.83 feet;44.39 feet/hour;258.51 °C;0;2653.723 barrels/day;2482.933 cubic feet/day
21/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6778.84 feet;58.1 feet/hour;247.29 °C;0;4323.339 barrels/day;4122.387 cubic feet/day
22/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4602.95 feet;68.46 feet/hour;68.93 °C;0;3032.767 barrels/day;3001.264 cubic feet/day
23/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8620.95 feet;66.55 feet/hour;60.57 °C;2;5443.669 barrels/day;5463.118 cubic feet/day
24/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7920.62 feet;55.51 feet/hour;52.3 °C;1;5133.681 barrels/day;5129.069 cubic feet/day
25/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6639.94 feet;53.96 feet/hour;241.98 °C;1;4355.75 barrels/day;4151.712 cubic feet/day
26/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2949.49 feet;70.13 feet/hour;194.17 °C;0;2033.971 barrels/day;2464.337 cubic feet/day
27/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8174.02 feet;49.38 feet/hour;202.61 °C;0;5145.3 barrels/day;5010.968 cubic feet/day
28/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3427.94 feet;52.79 feet/hour;276.64 °C;2;2407.842 barrels/day;2175.873 cubic feet/day
29/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7063.84 feet;43.27 feet/hour;210.45 °C;1;4577.686 barrels/day;4418.128 cubic feet/day
30/09/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9310.58 feet;42.92 feet/hour;68.75 °C;1;5938.496 barrels/day;5962.569 cubic feet/day
01/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8403.3 feet;60.37 feet/hour;93.2 °C;0;5296.495 barrels/day;5286.364 cubic feet/day
02/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9284.0 feet;72.56 feet/hour;155.25 °C;2;5826.667 barrels/day;6198.657 cubic feet/day
03/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8025.82 feet;47.92 feet/hour;143.13 °C;1;5178.131 barrels/day;5524.752 cubic feet/day
04/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3117.2 feet;50.16 feet/hour;129.38 °C;0;2109.788 barrels/day;2425.751 cubic feet/day
05/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3827.55 feet;79.7 feet/hour;143.16 °C;1;2699.264 barrels/day;3026.917 cubic feet/day
06/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2257.29 feet;47.89 feet/hour;271.59 °C;1;1706.194 barrels/day;1491.304 cubic feet/day
07/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5640.56 feet;55.93 feet/hour;208.48 °C;1;3753.225 barrels/day;3585.634 cubic feet/day
08/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8867.32 feet;75.85 feet/hour;260.64 °C;0;5584.496 barrels/day;5388.081 cubic feet/day
09/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6982.7 feet;74.52 feet/hour;253.06 °C;1;4577.316 barrels/day;4395.739 cubic feet/day
10/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7221.85 feet;78.43 feet/hour;221.69 °C;0;4611.718 barrels/day;4461.644 cubic feet/day
11/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3873.8 feet;63.29 feet/hour;177.39 °C;0;2577.678 barrels/day;2984.379 cubic feet/day
12/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7317.59 feet;61.91 feet/hour;152.7 °C;1;4774.289 barrels/day;5133.537 cubic feet/day
13/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8889.33 feet;76.05 feet/hour;186.56 °C;0;5619.746 barrels/day;6007.978 cubic feet/day
14/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8345.17 feet;48.65 feet/hour;204.36 °C;1;5371.969 barrels/day;5219.677 cubic feet/day
15/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6217.61 feet;51.89 feet/hour;180.68 °C;1;4083.015 barrels/day;4508.748 cubic feet/day
16/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5692.12 feet;73.61 feet/hour;224.02 °C;1;3811.831 barrels/day;3628.583 cubic feet/day
17/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9177.31 feet;57.9 feet/hour;123.95 °C;1;5870.776 barrels/day;6187.72 cubic feet/day
18/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2053.27 feet;78.21 feet/hour;176.38 °C;1;1623.578 barrels/day;2039.168 cubic feet/day
19/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7252.27 feet;62.67 feet/hour;123.67 °C;1;4723.568 barrels/day;5033.206 cubic feet/day
20/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2416.79 feet;75.56 feet/hour;251.72 °C;1;1852.775 barrels/day;1646.98 cubic feet/day
21/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2532.73 feet;58.42 feet/hour;60.76 °C;1;1868.317 barrels/day;1893.435 cubic feet/day
22/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9195.02 feet;68.53 feet/hour;180.19 °C;0;5766.89 barrels/day;6198.699 cubic feet/day
23/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3909.14 feet;58.06 feet/hour;116.31 °C;0;2579.791 barrels/day;2893.559 cubic feet/day
24/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8871.71 feet;67.61 feet/hour;238.64 °C;1;5712.699 barrels/day;5536.036 cubic feet/day
25/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2865.97 feet;70.56 feet/hour;101.13 °C;1;2105.236 barrels/day;2387.851 cubic feet/day
